sha,commit_msg,api_url,html_url,diff_text
@@ -95,7 +95,7 @@ def __init__(
         unit_module_path: str,
         unit_module_utils_path: str,
         unit_messages: t.Optional[LayoutMessages],
-        unsupported: bool = False,
+        unsupported: bool | list[str] = False,
     ) -> None:
         super().__init__(root, paths)
 
diff --git a/test/lib/ansible_test/_internal/provider/layout/ansible.py b/test/lib/ansible_test/_internal/provider/layout/ansible.py
index d2f8cc818a1304..3ee818a5b5c059 100644
--- a/test/lib/ansible_test/_internal/provider/layout/ansible.py
+++ b/test/lib/ansible_test/_internal/provider/layout/ansible.py
@@ -8,6 +8,11 @@
     LayoutProvider,
 )
 
+from ...util import (
+    ANSIBLE_SOURCE_ROOT,
+    ANSIBLE_TEST_ROOT,
+)
+
 
 class AnsibleLayout(LayoutProvider):
     """"""Layout provider for Ansible source.""""""
@@ -26,6 +31,15 @@ def create(self, root: str, paths: list[str]) -> ContentLayout:
             module_utils='lib/ansible/module_utils',
         )
 
+        errors: list[str] = []
+
+        if root != ANSIBLE_SOURCE_ROOT:
+            errors.extend((
+                f'Cannot test ""{root}"" with ansible-test from ""{ANSIBLE_TEST_ROOT}"".',
+                '',
+                f'Did you intend to run ""{root}/bin/ansible-test"" instead?',
+            ))
+
         return ContentLayout(
             root,
             paths,
@@ -43,4 +57,5 @@ def create(self, root: str, paths: list[str]) -> ContentLayout:
             unit_module_path='test/units/modules',
             unit_module_utils_path='test/units/module_utils',
             unit_messages=None,
+            unsupported=errors,
         )
diff --git a/test/lib/ansible_test/_internal/provider/layout/collection.py b/test/lib/ansible_test/_internal/provider/layout/collection.py
index d747f31f319c4b..a9221be6f3c3b6 100644
--- a/test/lib/ansible_test/_internal/provider/layout/collection.py
+++ b/test/lib/ansible_test/_internal/provider/layout/collection.py
@@ -53,6 +53,14 @@ def create(self, root: str, paths: list[str]) -> ContentLayout:
         integration_targets_path = self.__check_integration_path(paths, integration_messages)
         self.__check_unit_path(paths, unit_messages)
 
+        errors: list[str] = []
+
+        if not is_valid_identifier(collection_namespace):
+            errors.append(f'The namespace ""{collection_namespace}"" is an invalid identifier or a reserved keyword.')
+
+        if not is_valid_identifier(collection_name):
+            errors.append(f'The name ""{collection_name}"" is an invalid identifier or a reserved keyword.')
+
         return ContentLayout(
             root,
             paths,
@@ -74,7 +82,7 @@ def create(self, root: str, paths: list[str]) -> ContentLayout:
             unit_module_path='tests/unit/plugins/modules',
             unit_module_utils_path='tests/unit/plugins/module_utils',
             unit_messages=unit_messages,
-            unsupported=not (is_valid_identifier(collection_namespace) and is_valid_identifier(collection_name)),
+            unsupported=errors,
         )
 
     @staticmethod
"
2a1cf1ae917294e4cf9edcaf7187e7375fc4224e,Update Ansible release version to v2.14.6.post0. (#80865),https://api.github.com/repos/ansible/ansible/commits/2a1cf1ae917294e4cf9edcaf7187e7375fc4224e,https://github.com/ansible/ansible/commit/2a1cf1ae917294e4cf9edcaf7187e7375fc4224e,"diff --git a/lib/ansible/release.py b/lib/ansible/release.py
index f59976b8ce2f20..f1b4e73205d81f 100644
--- a/lib/ansible/release.py
+++ b/lib/ansible/release.py
@@ -19,6 +19,6 @@
 from __future__ import (absolute_import, division, print_function)
 __metaclass__ = type
 
-__version__ = '2.14.6'
+__version__ = '2.14.6.post0'
 __author__ = 'Ansible, Inc.'
 __codename__ = ""C'mon Everybody""
"
2932c4c48ae3da875b42a93aa879ad0139e181ae,New release v2.14.6 (#80860),https://api.github.com/repos/ansible/ansible/commits/2932c4c48ae3da875b42a93aa879ad0139e181ae,https://github.com/ansible/ansible/commit/2932c4c48ae3da875b42a93aa879ad0139e181ae,"diff --git a/changelogs/CHANGELOG-v2.14.rst b/changelogs/CHANGELOG-v2.14.rst
index b0eefa5c20e31f..51436b14642171 100644
--- a/changelogs/CHANGELOG-v2.14.rst
+++ b/changelogs/CHANGELOG-v2.14.rst
@@ -5,13 +5,13 @@ ansible-core 2.14 ""C'mon Everybody"" Release Notes
 .. contents:: Topics
 
 
-v2.14.6rc1
-==========
+v2.14.6
+=======
 
 Release Summary
 ---------------
 
-| Release Date: 2023-05-15
+| Release Date: 2023-05-22
 | `Porting Guide <https://docs.ansible.com/ansible-core/2.14/porting_guides/porting_guide_core_2.14.html>`__
 
 
diff --git a/changelogs/changelog.yaml b/changelogs/changelog.yaml
index dd6f627d67601f..18bf7b134fb835 100644
--- a/changelogs/changelog.yaml
+++ b/changelogs/changelog.yaml
@@ -1252,6 +1252,17 @@ releases:
     - pep517-backend-import-fix.yml
     - win-temp-cleanup.yml
     release_date: '2023-04-17'
+  2.14.6:
+    changes:
+      release_summary: '| Release Date: 2023-05-22
+
+        | `Porting Guide <https://docs.ansible.com/ansible-core/2.14/porting_guides/porting_guide_core_2.14.html>`__
+
+        '
+    codename: C'mon Everybody
+    fragments:
+    - 2.14.6_summary.yaml
+    release_date: '2023-05-22'
   2.14.6rc1:
     changes:
       bugfixes:
diff --git a/changelogs/fragments/2.14.6_summary.yaml b/changelogs/fragments/2.14.6_summary.yaml
new file mode 100644
index 00000000000000..724f105ac7f43d
--- /dev/null
+++ b/changelogs/fragments/2.14.6_summary.yaml
@@ -0,0 +1,3 @@
+release_summary: |
+   | Release Date: 2023-05-22
+   | `Porting Guide <https://docs.ansible.com/ansible-core/2.14/porting_guides/porting_guide_core_2.14.html>`__
diff --git a/lib/ansible/release.py b/lib/ansible/release.py
index 14e03dfdcd5f17..f59976b8ce2f20 100644
--- a/lib/ansible/release.py
+++ b/lib/ansible/release.py
@@ -19,6 +19,6 @@
 from __future__ import (absolute_import, division, print_function)
 __metaclass__ = type
 
-__version__ = '2.14.6rc1.post0'
+__version__ = '2.14.6'
 __author__ = 'Ansible, Inc.'
 __codename__ = ""C'mon Everybody""
"
5cb5c46eba2444f5202d728c0550e72871b5feb2,Update Ansible release version to v2.14.6rc1.post0. (#80803),https://api.github.com/repos/ansible/ansible/commits/5cb5c46eba2444f5202d728c0550e72871b5feb2,https://github.com/ansible/ansible/commit/5cb5c46eba2444f5202d728c0550e72871b5feb2,"diff --git a/lib/ansible/release.py b/lib/ansible/release.py
index 409fcb86036379..14e03dfdcd5f17 100644
--- a/lib/ansible/release.py
+++ b/lib/ansible/release.py
@@ -19,6 +19,6 @@
 from __future__ import (absolute_import, division, print_function)
 __metaclass__ = type
 
-__version__ = '2.14.6rc1'
+__version__ = '2.14.6rc1.post0'
 __author__ = 'Ansible, Inc.'
 __codename__ = ""C'mon Everybody""
"
1cbb6898297d61822b473f9aacee3df7b36ec950,New release v2.14.6rc1 (#80798),https://api.github.com/repos/ansible/ansible/commits/1cbb6898297d61822b473f9aacee3df7b36ec950,https://github.com/ansible/ansible/commit/1cbb6898297d61822b473f9aacee3df7b36ec950,"diff --git a/changelogs/CHANGELOG-v2.14.rst b/changelogs/CHANGELOG-v2.14.rst
index 989587ac6d161a..b0eefa5c20e31f 100644
--- a/changelogs/CHANGELOG-v2.14.rst
+++ b/changelogs/CHANGELOG-v2.14.rst
@@ -5,6 +5,35 @@ ansible-core 2.14 ""C'mon Everybody"" Release Notes
 .. contents:: Topics
 
 
+v2.14.6rc1
+==========
+
+Release Summary
+---------------
+
+| Release Date: 2023-05-15
+| `Porting Guide <https://docs.ansible.com/ansible-core/2.14/porting_guides/porting_guide_core_2.14.html>`__
+
+
+Minor Changes
+-------------
+
+- ansible-test - Allow float values for the ``--timeout`` option to the ``env`` command. This simplifies testing.
+- ansible-test - Refactored ``env`` command logic and timeout handling.
+- ansible-test - Use ``datetime.datetime.now`` with ``tz`` specified instead of ``datetime.datetime.utcnow``.
+
+Bugfixes
+--------
+
+- Display - Defensively configure writing to stdout and stderr with the replace encoding error handler that will replace invalid characters (https://github.com/ansible/ansible/issues/80258)
+- Properly disable ``jinja2_native`` in the template module when jinja2 override is used in the template (https://github.com/ansible/ansible/issues/80605)
+- ansible-galaxy - fix installing signed collections (https://github.com/ansible/ansible/issues/80648).
+- ansible-galaxy collection verify - fix verifying signed collections when the keyring is not configured.
+- ansible-test - Fix handling of timeouts exceeding one day.
+- ansible-test - Fix various cases where the test timeout could expire without terminating the tests.
+- ansible-test - When bootstrapping remote FreeBSD instances, use the OS packaged ``setuptools`` instead of installing the latest version from PyPI.
+- pep517 build backend - Copy symlinks when copying the source tree. This avoids tracebacks in various scenarios, such as when a venv is present in the source tree.
+
 v2.14.5
 =======
 
diff --git a/changelogs/changelog.yaml b/changelogs/changelog.yaml
index a4cc783e3c64db..dd6f627d67601f 100644
--- a/changelogs/changelog.yaml
+++ b/changelogs/changelog.yaml
@@ -1252,3 +1252,44 @@ releases:
     - pep517-backend-import-fix.yml
     - win-temp-cleanup.yml
     release_date: '2023-04-17'
+  2.14.6rc1:
+    changes:
+      bugfixes:
+      - Display - Defensively configure writing to stdout and stderr with the replace
+        encoding error handler that will replace invalid characters (https://github.com/ansible/ansible/issues/80258)
+      - Properly disable ``jinja2_native`` in the template module when jinja2 override
+        is used in the template (https://github.com/ansible/ansible/issues/80605)
+      - ansible-galaxy - fix installing signed collections (https://github.com/ansible/ansible/issues/80648).
+      - ansible-galaxy collection verify - fix verifying signed collections when the
+        keyring is not configured.
+      - ansible-test - Fix handling of timeouts exceeding one day.
+      - ansible-test - Fix various cases where the test timeout could expire without
+        terminating the tests.
+      - ansible-test - When bootstrapping remote FreeBSD instances, use the OS packaged
+        ``setuptools`` instead of installing the latest version from PyPI.
+      - pep517 build backend - Copy symlinks when copying the source tree. This avoids
+        tracebacks in various scenarios, such as when a venv is present in the source
+        tree.
+      minor_changes:
+      - ansible-test - Allow float values for the ``--timeout`` option to the ``env``
+        command. This simplifies testing.
+      - ansible-test - Refactored ``env`` command logic and timeout handling.
+      - ansible-test - Use ``datetime.datetime.now`` with ``tz`` specified instead
+        of ``datetime.datetime.utcnow``.
+      release_summary: '| Release Date: 2023-05-15
+
+        | `Porting Guide <https://docs.ansible.com/ansible-core/2.14/porting_guides/porting_guide_core_2.14.html>`__
+
+        '
+    codename: C'mon Everybody
+    fragments:
+    - 2.14.6rc1_summary.yaml
+    - 80258-defensive-display-non-utf8.yml
+    - 80605-template-overlay-native-jinja.yml
+    - 80648-fix-ansible-galaxy-cache-signatures-bug.yml
+    - ansible-test-freebsd-bootstrap-setuptools.yml
+    - ansible-test-long-timeout-fix.yml
+    - ansible-test-timeout-fix.yml
+    - ansible-test-utcnow.yml
+    - pep517-backend-traceback-fix.yml
+    release_date: '2023-05-15'
diff --git a/changelogs/fragments/2.14.6rc1_summary.yaml b/changelogs/fragments/2.14.6rc1_summary.yaml
new file mode 100644
index 00000000000000..85ffe21b91b824
--- /dev/null
+++ b/changelogs/fragments/2.14.6rc1_summary.yaml
@@ -0,0 +1,3 @@
+release_summary: |
+   | Release Date: 2023-05-15
+   | `Porting Guide <https://docs.ansible.com/ansible-core/2.14/porting_guides/porting_guide_core_2.14.html>`__
diff --git a/lib/ansible/release.py b/lib/ansible/release.py
index 646cfd5cc650ed..409fcb86036379 100644
--- a/lib/ansible/release.py
+++ b/lib/ansible/release.py
@@ -19,6 +19,6 @@
 from __future__ import (absolute_import, division, print_function)
 __metaclass__ = type
 
-__version__ = '2.14.5.post0'
+__version__ = '2.14.6rc1'
 __author__ = 'Ansible, Inc.'
 __codename__ = ""C'mon Everybody""
"
016fbec2a534ec96fe26e334af66f3971c1f1ccf,"[stable-2.14] ansible-test - Fix handling of long timeouts (#80769) (#80773)

(cherry picked from commit aacab0633a963e7a89fc1e6ac71cdf06553f96ab)",https://api.github.com/repos/ansible/ansible/commits/016fbec2a534ec96fe26e334af66f3971c1f1ccf,https://github.com/ansible/ansible/commit/016fbec2a534ec96fe26e334af66f3971c1f1ccf,"diff --git a/changelogs/fragments/ansible-test-long-timeout-fix.yml b/changelogs/fragments/ansible-test-long-timeout-fix.yml
new file mode 100644
index 00000000000000..1fdf2c09fe8d5c
--- /dev/null
+++ b/changelogs/fragments/ansible-test-long-timeout-fix.yml
@@ -0,0 +1,2 @@
+bugfixes:
+  - ansible-test - Fix handling of timeouts exceeding one day.
diff --git a/test/lib/ansible_test/_internal/timeout.py b/test/lib/ansible_test/_internal/timeout.py
index 96c0d73d219f35..2c57d4cf8274e1 100644
--- a/test/lib/ansible_test/_internal/timeout.py
+++ b/test/lib/ansible_test/_internal/timeout.py
@@ -125,6 +125,6 @@ def timeout_waiter(timeout_seconds: int) -> None:
 
     signal.signal(signal.SIGUSR1, timeout_handler)
 
-    instance = WrappedThread(functools.partial(timeout_waiter, timeout_remaining.seconds))
+    instance = WrappedThread(functools.partial(timeout_waiter, timeout_remaining.total_seconds()))
     instance.daemon = True
     instance.start()
"
5ab8903d58f2096835e67aa7f5d7ddeb60740f8c,"[stable-2.14] ansible-test - Fix timeout handling (#80764) (#80766)

(cherry picked from commit 4c6aa70662e6f2804686a32bea611a8aa870b363)",https://api.github.com/repos/ansible/ansible/commits/5ab8903d58f2096835e67aa7f5d7ddeb60740f8c,https://github.com/ansible/ansible/commit/5ab8903d58f2096835e67aa7f5d7ddeb60740f8c,"diff --git a/changelogs/fragments/ansible-test-timeout-fix.yml b/changelogs/fragments/ansible-test-timeout-fix.yml
new file mode 100644
index 00000000000000..046d5b46d34f2b
--- /dev/null
+++ b/changelogs/fragments/ansible-test-timeout-fix.yml
@@ -0,0 +1,5 @@
+bugfixes:
+  - ansible-test - Fix various cases where the test timeout could expire without terminating the tests.
+minor_changes:
+  - ansible-test - Refactored ``env`` command logic and timeout handling.
+  - ansible-test - Allow float values for the ``--timeout`` option to the ``env`` command. This simplifies testing.
diff --git a/test/lib/ansible_test/_internal/__init__.py b/test/lib/ansible_test/_internal/__init__.py
index d218b56185e7dc..ee24a852c2ef39 100644
--- a/test/lib/ansible_test/_internal/__init__.py
+++ b/test/lib/ansible_test/_internal/__init__.py
@@ -18,6 +18,7 @@
 from .util import (
     ApplicationError,
     HostConnectionError,
+    TimeoutExpiredError,
     display,
     report_locale,
 )
@@ -109,6 +110,9 @@ def main(cli_args: t.Optional[list[str]] = None) -> None:
     except ApplicationError as ex:
         display.fatal('%s' % ex)
         sys.exit(1)
+    except TimeoutExpiredError as ex:
+        display.fatal('%s' % ex)
+        sys.exit(1)
     except KeyboardInterrupt:
         sys.exit(2)
     except BrokenPipeError:
diff --git a/test/lib/ansible_test/_internal/cli/commands/env.py b/test/lib/ansible_test/_internal/cli/commands/env.py
index 0cd2114504376d..8b56e4f1ba208a 100644
--- a/test/lib/ansible_test/_internal/cli/commands/env.py
+++ b/test/lib/ansible_test/_internal/cli/commands/env.py
@@ -55,7 +55,7 @@ def do_env(
 
     env.add_argument(
         '--timeout',
-        type=int,
+        type=float,
         metavar='MINUTES',
         help='timeout for future ansible-test commands (0 clears)',
     )
diff --git a/test/lib/ansible_test/_internal/commands/env/__init__.py b/test/lib/ansible_test/_internal/commands/env/__init__.py
index 6c0510566a052e..92d2c973414adc 100644
--- a/test/lib/ansible_test/_internal/commands/env/__init__.py
+++ b/test/lib/ansible_test/_internal/commands/env/__init__.py
@@ -42,16 +42,20 @@
     get_ci_provider,
 )
 
+from ...timeout import (
+    TimeoutDetail,
+)
+
 
 class EnvConfig(CommonConfig):
     """"""Configuration for the `env` command.""""""
     def __init__(self, args: t.Any) -> None:
         super().__init__(args, 'env')
 
-        self.show = args.show
-        self.dump = args.dump
-        self.timeout = args.timeout
-        self.list_files = args.list_files
+        self.show: bool = args.show
+        self.dump: bool = args.dump
+        self.timeout: int | float | None = args.timeout
+        self.list_files: bool = args.list_files
 
         if not self.show and not self.dump and self.timeout is None and not self.list_files:
             # default to --show if no options were given
@@ -124,25 +128,18 @@ def set_timeout(args: EnvConfig) -> None:
     if args.timeout is None:
         return
 
-    if args.timeout:
-        deadline = (datetime.datetime.utcnow() + datetime.timedelta(minutes=args.timeout)).strftime('%Y-%m-%dT%H:%M:%SZ')
+    timeout = TimeoutDetail.create(args.timeout)
 
-        display.info('Setting a %d minute test timeout which will end at: %s' % (args.timeout, deadline), verbosity=1)
+    if timeout:
+        display.info(f'Setting a {timeout.duration} minute test timeout which will end at: {timeout.deadline}', verbosity=1)
     else:
-        deadline = None
-
         display.info('Clearing existing test timeout.', verbosity=1)
 
     if args.explain:
         return
 
-    if deadline:
-        data = dict(
-            duration=args.timeout,
-            deadline=deadline,
-        )
-
-        write_json_file(TIMEOUT_PATH, data)
+    if timeout:
+        write_json_file(TIMEOUT_PATH, timeout.to_dict())
     elif os.path.exists(TIMEOUT_PATH):
         os.remove(TIMEOUT_PATH)
 
diff --git a/test/lib/ansible_test/_internal/test.py b/test/lib/ansible_test/_internal/test.py
index fe5ef3f8d3472a..c36d17e2c85be9 100644
--- a/test/lib/ansible_test/_internal/test.py
+++ b/test/lib/ansible_test/_internal/test.py
@@ -130,7 +130,7 @@ def save_junit(self, args: TestConfig, test_case: junit_xml.TestCase) -> None:
 class TestTimeout(TestResult):
     """"""Test timeout.""""""
 
-    def __init__(self, timeout_duration: int) -> None:
+    def __init__(self, timeout_duration: int | float) -> None:
         super().__init__(command='timeout', test='')
 
         self.timeout_duration = timeout_duration
diff --git a/test/lib/ansible_test/_internal/timeout.py b/test/lib/ansible_test/_internal/timeout.py
index 90ba5835456101..96c0d73d219f35 100644
--- a/test/lib/ansible_test/_internal/timeout.py
+++ b/test/lib/ansible_test/_internal/timeout.py
@@ -1,6 +1,7 @@
 """"""Timeout management for tests.""""""
 from __future__ import annotations
 
+import dataclasses
 import datetime
 import functools
 import os
@@ -19,7 +20,7 @@
 
 from .util import (
     display,
-    ApplicationError,
+    TimeoutExpiredError,
 )
 
 from .thread import (
@@ -35,15 +36,56 @@
 )
 
 
-def get_timeout() -> t.Optional[dict[str, t.Any]]:
-    """"""Return details about the currently set timeout, if any, otherwise return None.""""""
-    if not os.path.exists(TIMEOUT_PATH):
-        return None
+@dataclasses.dataclass(frozen=True)
+class TimeoutDetail:
+    """"""Details required to enforce a timeout on test execution.""""""
+
+    _DEADLINE_FORMAT = '%Y-%m-%dT%H:%M:%SZ'  # format used to maintain backwards compatibility with previous versions of ansible-test
+
+    deadline: datetime.datetime
+    duration: int | float  # minutes
+
+    @property
+    def remaining(self) -> datetime.timedelta:
+        """"""The amount of time remaining before the timeout occurs. If the timeout has passed, this will be a negative duration.""""""
+        return self.deadline - datetime.datetime.now(tz=datetime.timezone.utc).replace(microsecond=0)
+
+    def to_dict(self) -> dict[str, t.Any]:
+        """"""Return timeout details as a dictionary suitable for JSON serialization.""""""
+        return dict(
+            deadline=self.deadline.strftime(self._DEADLINE_FORMAT),
+            duration=self.duration,
+        )
 
-    data = read_json_file(TIMEOUT_PATH)
-    data['deadline'] = datetime.datetime.strptime(data['deadline'], '%Y-%m-%dT%H:%M:%SZ')
+    @staticmethod
+    def from_dict(value: dict[str, t.Any]) -> TimeoutDetail:
+        """"""Return a TimeoutDetail instance using the value previously returned by to_dict.""""""
+        return TimeoutDetail(
+            deadline=datetime.datetime.strptime(value['deadline'], TimeoutDetail._DEADLINE_FORMAT).replace(tzinfo=datetime.timezone.utc),
+            duration=value['duration'],
+        )
 
-    return data
+    @staticmethod
+    def create(duration: int | float) -> TimeoutDetail | None:
+        """"""Return a new TimeoutDetail instance for the specified duration (in minutes), or None if the duration is zero.""""""
+        if not duration:
+            return None
+
+        if duration == int(duration):
+            duration = int(duration)
+
+        return TimeoutDetail(
+            deadline=datetime.datetime.now(datetime.timezone.utc).replace(microsecond=0) + datetime.timedelta(seconds=int(duration * 60)),
+            duration=duration,
+        )
+
+
+def get_timeout() -> TimeoutDetail | None:
+    """"""Return details about the currently set timeout, if any, otherwise return None.""""""
+    try:
+        return TimeoutDetail.from_dict(read_json_file(TIMEOUT_PATH))
+    except FileNotFoundError:
+        return None
 
 
 def configure_timeout(args: CommonConfig) -> None:
@@ -59,27 +101,22 @@ def configure_test_timeout(args: TestConfig) -> None:
     if not timeout:
         return
 
-    timeout_start = datetime.datetime.utcnow()
-    timeout_duration = timeout['duration']
-    timeout_deadline = timeout['deadline']
-    timeout_remaining = timeout_deadline - timeout_start
+    timeout_remaining = timeout.remaining
 
-    test_timeout = TestTimeout(timeout_duration)
+    test_timeout = TestTimeout(timeout.duration)
 
     if timeout_remaining <= datetime.timedelta():
         test_timeout.write(args)
 
-        raise ApplicationError('The %d minute test timeout expired %s ago at %s.' % (
-            timeout_duration, timeout_remaining * -1, timeout_deadline))
+        raise TimeoutExpiredError(f'The {timeout.duration} minute test timeout expired {timeout_remaining * -1} ago at {timeout.deadline}.')
 
-    display.info('The %d minute test timeout expires in %s at %s.' % (
-        timeout_duration, timeout_remaining, timeout_deadline), verbosity=1)
+    display.info(f'The {timeout.duration} minute test timeout expires in {timeout_remaining} at {timeout.deadline}.', verbosity=1)
 
     def timeout_handler(_dummy1: t.Any, _dummy2: t.Any) -> None:
         """"""Runs when SIGUSR1 is received.""""""
         test_timeout.write(args)
 
-        raise ApplicationError('Tests aborted after exceeding the %d minute time limit.' % timeout_duration)
+        raise TimeoutExpiredError(f'Tests aborted after exceeding the {timeout.duration} minute time limit.')
 
     def timeout_waiter(timeout_seconds: int) -> None:
         """"""Background thread which will kill the current process if the timeout elapses.""""""
diff --git a/test/lib/ansible_test/_internal/util.py b/test/lib/ansible_test/_internal/util.py
index 029f73be22922d..a5a9fabaeda0bc 100644
--- a/test/lib/ansible_test/_internal/util.py
+++ b/test/lib/ansible_test/_internal/util.py
@@ -920,6 +920,10 @@ class ApplicationWarning(Exception):
     """"""General application warning which interrupts normal program flow.""""""
 
 
+class TimeoutExpiredError(SystemExit):
+    """"""Error raised when the test timeout has been reached or exceeded.""""""
+
+
 class SubprocessError(ApplicationError):
     """"""Error resulting from failed subprocess execution.""""""
 
"
85644ca5e839284175ae4f03b3c78d3d6ff360a8,"[stable-2.14] ansible-test - Avoid use of deprecated utcnow (#80750) (#80758)

The timestamps are only used by ansible-test, not the junit callback, so this change only impacts ansible-test.

(cherry picked from commit fd341265d001d4e6545ffb2b7d154340cb1f1931)",https://api.github.com/repos/ansible/ansible/commits/85644ca5e839284175ae4f03b3c78d3d6ff360a8,https://github.com/ansible/ansible/commit/85644ca5e839284175ae4f03b3c78d3d6ff360a8,"diff --git a/changelogs/fragments/ansible-test-utcnow.yml b/changelogs/fragments/ansible-test-utcnow.yml
new file mode 100644
index 00000000000000..0781a0cb48a1f8
--- /dev/null
+++ b/changelogs/fragments/ansible-test-utcnow.yml
@@ -0,0 +1,2 @@
+minor_changes:
+  - ansible-test - Use ``datetime.datetime.now`` with ``tz`` specified instead of ``datetime.datetime.utcnow``.
diff --git a/lib/ansible/utils/_junit_xml.py b/lib/ansible/utils/_junit_xml.py
index 31aff862245bf3..76c8878b15b665 100644
--- a/lib/ansible/utils/_junit_xml.py
+++ b/lib/ansible/utils/_junit_xml.py
@@ -144,6 +144,10 @@ class TestSuite:
     system_out: str | None = None
     system_err: str | None = None
 
+    def __post_init__(self):
+        if self.timestamp and self.timestamp.tzinfo != datetime.timezone.utc:
