,ID,TITLE,prompt,response,valid_yaml,code
10,59917,`[vmware] vmware_portgroup idempotecy issue,Create a YAML Ansible playbook to exhibit the following issue -`[vmware] vmware_portgroup idempotecy issue,"```
---
- name: VMware idempotency issue
  hosts: vmware
      
  tasks:
  - name: Create vmware_portgroup
    vmware_portgroup:
      datacenter_name: DC1
      cluster_name: Cluster1
      name: ""{{ item }}""
      num_ports: 8
      vlan_id: 0
    with_items:
      - pg1
      - pg2
  
  - name: Re-run vmware_portgroup
    vmware_portgroup:
      datacenter_name: DC1
      cluster_name: Cluster1
      name: ""{{ item }}""
      num_ports: 8
      vlan_id: 0
    with_items:
      - pg1
      - pg2      
```",1,"
---
- name: VMware idempotency issue
  hosts: vmware
      
  tasks:
  - name: Create vmware_portgroup
    vmware_portgroup:
      datacenter_name: DC1
      cluster_name: Cluster1
      name: ""{{ item }}""
      num_ports: 8
      vlan_id: 0
    with_items:
      - pg1
      - pg2
  
  - name: Re-run vmware_portgroup
    vmware_portgroup:
      datacenter_name: DC1
      cluster_name: Cluster1
      name: ""{{ item }}""
      num_ports: 8
      vlan_id: 0
    with_items:
      - pg1
      - pg2      
"
11,45330,`azure_rm_containerregistry idempotence bug,Create a YAML Ansible playbook to exhibit the following issue -`azure_rm_containerregistry idempotence bug,"```
---

- name: azure_rm_containerregistry idempotence bug
  hosts: localhost
  gather_facts: no
  
  vars:
    registry_name: testregistry
    resource_group: testrg
    location: eastus
    sku: Basic
    admin_enabled: true
  
  tasks:
  
  - name: Create Azure Container Registry
    azure_rm_containerregistry:
      name: ""{{ registry_name }}""
      resource_group: ""{{ resource_group }}""
      location: ""{{ location }}""
      sku: ""{{ sku }}""
      admin_enabled: ""{{ admin_enabled }}""
    register: result
    
  - debug: var=result
  
  - name: Re-run the same task
    azure_rm_containerregistry:
      name: ""{{ registry_name }}""
      resource_group: ""{{ resource_group }}""
      location: ""{{ location }}""
      sku: ""{{ sku }}""
      admin_enabled: ""{{ admin_enabled }}""
    register: result_rerun
    
  - debug: var=result_rerun
  
```
",1,"
---

- name: azure_rm_containerregistry idempotence bug
  hosts: localhost
  gather_facts: no
  
  vars:
    registry_name: testregistry
    resource_group: testrg
    location: eastus
    sku: Basic
    admin_enabled: true
  
  tasks:
  
  - name: Create Azure Container Registry
    azure_rm_containerregistry:
      name: ""{{ registry_name }}""
      resource_group: ""{{ resource_group }}""
      location: ""{{ location }}""
      sku: ""{{ sku }}""
      admin_enabled: ""{{ admin_enabled }}""
    register: result
    
  - debug: var=result
  
  - name: Re-run the same task
    azure_rm_containerregistry:
      name: ""{{ registry_name }}""
      resource_group: ""{{ resource_group }}""
      location: ""{{ location }}""
      sku: ""{{ sku }}""
      admin_enabled: ""{{ admin_enabled }}""
    register: result_rerun
    
  - debug: var=result_rerun
  
"
12,22459,`eos_banner: idempotent issues with unicode,Create a YAML Ansible playbook to exhibit the following issue -`eos_banner: idempotent issues with unicode,"```yaml
---
- name: Play to test idempotent issues with unicode in eos_banner
  hosts: all
  gather_facts: false
  vars:
    banner_text: ""An example banner with unicode characters - áéíóú""
  tasks:
    - name: Create eos banner
      eos_banner:
        banner: ""{{ banner_text }}""
      register: result
 
    - debug:
        var: result 
```",0,"yaml
---
- name: Play to test idempotent issues with unicode in eos_banner
  hosts: all
  gather_facts: false
  vars:
    banner_text: ""An example banner with unicode characters - áéíóú""
  tasks:
    - name: Create eos banner
      eos_banner:
        banner: ""{{ banner_text }}""
      register: result
 
    - debug:
        var: result 
"
13,21865,`having issues with ec2_elb_lb and idempotence,Create a YAML Ansible playbook to exhibit the following issue -`having issues with ec2_elb_lb and idempotence,"```
---
- name: Test ec2_elb_lb idempotence issue
  hosts: localhost
  gather_facts: false
  vars:
    elb_name: test-elb-idempotence
  tasks:
    - name: create ELB with instance
      ec2_elb_lb:
        name: ""{{ elb_name }}""
        state: present
        subnets: subnet-XXXXXXX,subnet-YYYYYYY
        region: us-west-2
        listeners:
          - protocol: http
            load_balancer_port: ""80""
            instance_protocol: http
            instance_port: ""80""
        health_check:
          target: HTTP:80/
          interval: 30
          timeout: 3
          unhealthy_threshold: 2
          healthy_threshold: 2
        instances: ""{{ ec2_instance_id }}""
        wait_timeout: 300 # wait for 5 minutes before timing out
      register: elb_create

    - name: confirm ELB exists with same details
      ec2_elb_lb:
        name: ""{{ elb_name }}""
        state: present
        subnets: subnet-XXXXXXX,subnet-YYYYYYY
        region: us-west-2
        listeners:
          - protocol: http
            load_balancer_port: ""80""
            instance_protocol: http
            instance_port: ""80""
        health_check:
          target: HTTP:80/
          interval: 30
          timeout: 3
          unhealthy_threshold: 2
          healthy_threshold: 2
        instances: ""{{ ec2_instance_id }}""
        wait_timeout: 300 # wait for 5 minutes before timing out
      register: elb_confirm

    - name: debug
      debug:
        var: elb_confirm == elb_create
```
",1,"
---
- name: Test ec2_elb_lb idempotence issue
  hosts: localhost
  gather_facts: false
  vars:
    elb_name: test-elb-idempotence
  tasks:
    - name: create ELB with instance
      ec2_elb_lb:
        name: ""{{ elb_name }}""
        state: present
        subnets: subnet-XXXXXXX,subnet-YYYYYYY
        region: us-west-2
        listeners:
          - protocol: http
            load_balancer_port: ""80""
            instance_protocol: http
            instance_port: ""80""
        health_check:
          target: HTTP:80/
          interval: 30
          timeout: 3
          unhealthy_threshold: 2
          healthy_threshold: 2
        instances: ""{{ ec2_instance_id }}""
        wait_timeout: 300 # wait for 5 minutes before timing out
      register: elb_create

    - name: confirm ELB exists with same details
      ec2_elb_lb:
        name: ""{{ elb_name }}""
        state: present
        subnets: subnet-XXXXXXX,subnet-YYYYYYY
        region: us-west-2
        listeners:
          - protocol: http
            load_balancer_port: ""80""
            instance_protocol: http
            instance_port: ""80""
        health_check:
          target: HTTP:80/
          interval: 30
          timeout: 3
          unhealthy_threshold: 2
          healthy_threshold: 2
        instances: ""{{ ec2_instance_id }}""
        wait_timeout: 300 # wait for 5 minutes before timing out
      register: elb_confirm

    - name: debug
      debug:
        var: elb_confirm == elb_create
"
14,40064,`ios_config: ansible 2.5.2 idempotency issue/bug?,Create a YAML Ansible playbook to exhibit the following issue -`ios_config: ansible 2.5.2 idempotency issue/bug?,"```
---
- name: Test iOS Config Idempotency Bug
  hosts: ios_devices
  gather_facts: no
  tasks:

  - name: Configure device hostname
    ios_config:
      provider: ""{{ ios }}""
      lines:
        - ""hostname ios_device""
    register: result

  - name: Debugging output
    debug:
      var: result.changed
```
",1,"
---
- name: Test iOS Config Idempotency Bug
  hosts: ios_devices
  gather_facts: no
  tasks:

  - name: Configure device hostname
    ios_config:
      provider: ""{{ ios }}""
      lines:
        - ""hostname ios_device""
    register: result

  - name: Debugging output
    debug:
      var: result.changed
"
15,38301,`ios_system idempotency issues with several domain commands,Create a YAML Ansible playbook to exhibit the following issue -`ios_system idempotency issues with several domain commands,"```
---
- name: ios_system idempotency issues
  hosts: ios_devices
  
  tasks:
    - name: configure domain-name on device
      ios_system:
        commands:
          - domain-name example.com
    - name: configure domain-search on device
      ios_system:
        commands:
          - domain-search example1.com
          - domain-search example2.com
          - domain-search example3.com
    - name: configure default domain on devices
      ios_system:
        commands: 
          - ip domain-name example.com
    - name: verify domain configurations on devices
      ios_command:
        commands: 
          - show running-config | include domain
        register: verify_output

    - name: display domain configurations
      debug:
        var: verify_output.stdout_lines
```",1,"
---
- name: ios_system idempotency issues
  hosts: ios_devices
  
  tasks:
    - name: configure domain-name on device
      ios_system:
        commands:
          - domain-name example.com
    - name: configure domain-search on device
      ios_system:
        commands:
          - domain-search example1.com
          - domain-search example2.com
          - domain-search example3.com
    - name: configure default domain on devices
      ios_system:
        commands: 
          - ip domain-name example.com
    - name: verify domain configurations on devices
      ios_command:
        commands: 
          - show running-config | include domain
        register: verify_output

    - name: display domain configurations
      debug:
        var: verify_output.stdout_lines
"
16,61844,`IOSXR L3 is having idempotent issue,Create a YAML Ansible playbook to exhibit the following issue -`IOSXR L3 is having idempotent issue,"```
---
- name: Test idempotent issue on IOSXR L3
  hosts: iosxr_l3
  gather_facts: no
  tasks:
    - name: Configure Loopback Interface
      iosxr_command:
        commands:
          - ""interface Loopback0""
          - ""ipv4 address 10.0.0.1 255.255.255.0""
        provider:
          username: admin
          password: password
      register: result

    - name: Debug Output
      debug:
        var: result
...
```",1,"
---
- name: Test idempotent issue on IOSXR L3
  hosts: iosxr_l3
  gather_facts: no
  tasks:
    - name: Configure Loopback Interface
      iosxr_command:
        commands:
          - ""interface Loopback0""
          - ""ipv4 address 10.0.0.1 255.255.255.0""
        provider:
          username: admin
          password: password
      register: result

    - name: Debug Output
      debug:
        var: result
...
"
17,31602,"`Kubernetes Module throws errors on all 422 responses, affecting idempotency","Create a YAML Ansible playbook to exhibit the following issue -`Kubernetes Module throws errors on all 422 responses, affecting idempotency","```
---
- name: Test Kubernetes Module
  hosts: all
  gather_facts: false

  tasks:
    - name: Apply YAML file
      kubernetes:
        definition: ""{{ lookup('file', 'file.yaml') }}""
        state: present
      register: result
      ignore_errors: yes

    - name: Debug
      debug:
        var: result

    - name: Assert
      assert:
        that: ""'422' not in result.msg""
...
```",1,"
---
- name: Test Kubernetes Module
  hosts: all
  gather_facts: false

  tasks:
    - name: Apply YAML file
      kubernetes:
        definition: ""{{ lookup('file', 'file.yaml') }}""
        state: present
      register: result
      ignore_errors: yes

    - name: Debug
      debug:
        var: result

    - name: Assert
      assert:
        that: ""'422' not in result.msg""
...
"
18,29429,"`lvol indempotency fails when float is provided for size argument (with ""g"" prefix)","Create a YAML Ansible playbook to exhibit the following issue -`lvol indempotency fails when float is provided for size argument (with ""g"" prefix)","```
---
- name: Exhibit lvol indempotency issue
  hosts: localhost
  tasks:
    - name: Create logical volume
      lvol:
        vg: vg00
        lv: test
        size: 10.0g
      register: lv_output

    - debug:
        var: lv_output
```",1,"
---
- name: Exhibit lvol indempotency issue
  hosts: localhost
  tasks:
    - name: Create logical volume
      lvol:
        vg: vg00
        lv: test
        size: 10.0g
      register: lv_output

    - debug:
        var: lv_output
"
19,37022,`nxos_config idempotency issue with FEX on Nexus 5K,Create a YAML Ansible playbook to exhibit the following issue -`nxos_config idempotency issue with FEX on Nexus 5K,"```
---
- name: nxos_config idempotency issue with FEX on Nexus 5K
  hosts: nexus_switches
  gather_facts: no

  tasks:
    - name: configure FEX interface
      nxos_config:
        lines:
          - interface Ethernet1/1
          - switchport
          - description FEX interface
        parents: interface Ethernet1/1

    - name: test FEX interface configuration
      wait_for:
        host: ""{{ inventory_hostname }}""
        port: 22
        delay: 10
        timeout: 30
```",1,"
---
- name: nxos_config idempotency issue with FEX on Nexus 5K
  hosts: nexus_switches
  gather_facts: no

  tasks:
    - name: configure FEX interface
      nxos_config:
        lines:
          - interface Ethernet1/1
          - switchport
          - description FEX interface
        parents: interface Ethernet1/1

    - name: test FEX interface configuration
      wait_for:
        host: ""{{ inventory_hostname }}""
        port: 22
        delay: 10
        timeout: 30
"
20,36801,`nxos_config SVI (Interface VLAN) idempotency issues,Create a YAML Ansible playbook to exhibit the following issue -`nxos_config SVI (Interface VLAN) idempotency issues,"```
---
- name: Test playbook for nxos_config SVI idempotency issues
  hosts: nexus_switch
  gather_facts: no
  tasks:
    - name: Configure SVI interface VLAN
      nxos_config:
        lines:
          - interface Vlan10
          - ip address 10.10.10.1/24
        parents: vlan 10
        before: vlan 10
```",1,"
---
- name: Test playbook for nxos_config SVI idempotency issues
  hosts: nexus_switch
  gather_facts: no
  tasks:
    - name: Configure SVI interface VLAN
      nxos_config:
        lines:
          - interface Vlan10
          - ip address 10.10.10.1/24
        parents: vlan 10
        before: vlan 10
"
21,30439,`nxos_igmp_snooping is not idempotent for non-default values on D1 image on N7K.,Create a YAML Ansible playbook to exhibit the following issue -`nxos_igmp_snooping is not idempotent for non-default values on D1 image on N7K.,"```
---
- name: Test nxos_igmp_snooping idempotence on N7K
  hosts: switch
  gather_facts: no
  connection: local
  vars:
    interface: 'Ethernet1/1'
    vrf: 'management'
  tasks:
  - name: Enable igmp snooping
    nxos_igmp_snooping:
      interface: ""{{ interface }}""
      vrf: ""{{ vrf }}""
      state: present
    register: enable_igmp
  
  - name: Disable igmp snooping
    nxos_igmp_snooping:
      interface: ""{{ interface }}""
      vrf: ""{{ vrf }}""
      state: absent
    when: enable_igmp is changed
```",1,"
---
- name: Test nxos_igmp_snooping idempotence on N7K
  hosts: switch
  gather_facts: no
  connection: local
  vars:
    interface: 'Ethernet1/1'
    vrf: 'management'
  tasks:
  - name: Enable igmp snooping
    nxos_igmp_snooping:
      interface: ""{{ interface }}""
      vrf: ""{{ vrf }}""
      state: present
    register: enable_igmp
  
  - name: Disable igmp snooping
    nxos_igmp_snooping:
      interface: ""{{ interface }}""
      vrf: ""{{ vrf }}""
      state: absent
    when: enable_igmp is changed
"
22,35797,`nxos_l2_interface idempotence issue,Create a YAML Ansible playbook to exhibit the following issue -`nxos_l2_interface idempotence issue,"```
---
- name: test playbook
  hosts: network_devices
  gather_facts: no

  tasks:
  - name: configure interface
    nxos_l2_interface:
      name: Ethernet1/1
      admin_state: up
      state: present
    register: interface_result

  - name: test idempotence
    nxos_l2_interface:
      name: Ethernet1/1
      admin_state: up
      state: present
    register: interface_result_idempotence

  - assert:
      that:
        - interface_result == interface_result_idempotence
...
```",1,"
---
- name: test playbook
  hosts: network_devices
  gather_facts: no

  tasks:
  - name: configure interface
    nxos_l2_interface:
      name: Ethernet1/1
      admin_state: up
      state: present
    register: interface_result

  - name: test idempotence
    nxos_l2_interface:
      name: Ethernet1/1
      admin_state: up
      state: present
    register: interface_result_idempotence

  - assert:
      that:
        - interface_result == interface_result_idempotence
...
"
23,27517,`nxos_portchannel/nxos_feature: idempotency issues,Create a YAML Ansible playbook to exhibit the following issue -`nxos_portchannel/nxos_feature: idempotency issues,"```
---
- name: Check for idempotency issues with nxos_portchannel and nxos_feature
  hosts: <target_host>
  gather_facts: no

  tasks:
  - name: Ensure nxos_feature is installed
    nxos_feature:
      feature: interface-vlan
      state: enabled
    register: feature_install

  - name: Ensure port-channel is created
    nxos_portchannel:
      name: port-channel 10
      members:
        - Ethernet1/1
        - Ethernet1/2
      state: present
    register: portchannel_create

  - name: Confirm idempotence
    debug:
      msg: Idempotent operation confirmed.
    when: feature_install|changed or portchannel_create|changed
```
Note: Replace `<target_host>` with the name(s) of the host(s) you want to target.",1,"
---
- name: Check for idempotency issues with nxos_portchannel and nxos_feature
  hosts: <target_host>
  gather_facts: no

  tasks:
  - name: Ensure nxos_feature is installed
    nxos_feature:
      feature: interface-vlan
      state: enabled
    register: feature_install

  - name: Ensure port-channel is created
    nxos_portchannel:
      name: port-channel 10
      members:
        - Ethernet1/1
        - Ethernet1/2
      state: present
    register: portchannel_create

  - name: Confirm idempotence
    debug:
      msg: Idempotent operation confirmed.
    when: feature_install|changed or portchannel_create|changed
"
24,53887,`nxos_vlan: idempotency bug with `mode`,Create a YAML Ansible playbook to exhibit the following issue -`nxos_vlan: idempotency bug with `mode`,"```
---
- name: Test playbook for nxos_vlan idempotency bug with mode
  hosts: switches
  gather_facts: no
  connection: network_cli

  tasks:
    - name: configure a vlan with normal mode
      nxos_vlan:
        vlan_id: 50
        vlan_name: 'test_vlan'
        mode: normal
      register: vlan_config_normal

    - name: output the normal vlan dict
      debug:
        var: vlan_config_normal

    - name: configure the same vlan with fabricpath
      nxos_vlan:
        vlan_id: 50
        vlan_name: 'test_vlan'
        mode: fabricpath
      register: vlan_config_fab

    - name: output the fabricpath vlan dict
      debug:
        var: vlan_config_fab
...
```",1,"
---
- name: Test playbook for nxos_vlan idempotency bug with mode
  hosts: switches
  gather_facts: no
  connection: network_cli

  tasks:
    - name: configure a vlan with normal mode
      nxos_vlan:
        vlan_id: 50
        vlan_name: 'test_vlan'
        mode: normal
      register: vlan_config_normal

    - name: output the normal vlan dict
      debug:
        var: vlan_config_normal

    - name: configure the same vlan with fabricpath
      nxos_vlan:
        vlan_id: 50
        vlan_name: 'test_vlan'
        mode: fabricpath
      register: vlan_config_fab

    - name: output the fabricpath vlan dict
      debug:
        var: vlan_config_fab
...
"
25,54652,`os_server is not idempotent if I use port-id= - Multiple matches found for default,Create a YAML Ansible playbook to exhibit the following issue -`os_server is not idempotent if I use port-id= - Multiple matches found for default,"```
---
- name: Test os_server idempotency issue
  hosts: localhost
  gather_facts: no
  tasks:
  - name: Create a Server
    os_server:
      state: present
      name: test-server
      image: cirros-0.4.0-x86_64-disk
      flavor: m1.tiny
      network:
        - port-id: ""<insert_port_id>""
      key_name: mykey
      timeout: 200
      security_groups:
        - my_sec_group
      meta:
        key1: value1
        key2: value2
        
  - name: Create another Server
    os_server:
      state: present
      name: test-server
      image: cirros-0.4.0-x86_64-disk
      flavor: m1.tiny
      network:
        - port-id: ""<insert_port_id>""
      key_name: mykey
      timeout: 200
      security_groups:
        - my_sec_group
      meta:
        key1: value1
        key2: value2
```
",1,"
---
- name: Test os_server idempotency issue
  hosts: localhost
  gather_facts: no
  tasks:
  - name: Create a Server
    os_server:
      state: present
      name: test-server
      image: cirros-0.4.0-x86_64-disk
      flavor: m1.tiny
      network:
        - port-id: ""<insert_port_id>""
      key_name: mykey
      timeout: 200
      security_groups:
        - my_sec_group
      meta:
        key1: value1
        key2: value2
        
  - name: Create another Server
    os_server:
      state: present
      name: test-server
      image: cirros-0.4.0-x86_64-disk
      flavor: m1.tiny
      network:
        - port-id: ""<insert_port_id>""
      key_name: mykey
      timeout: 200
      security_groups:
        - my_sec_group
      meta:
        key1: value1
        key2: value2
"
